state,zcta,zip,tribe,pop_2015,pop_2020
CA,93545,93545,Lone Pine Reservation,185,143
CA,95947,95947,Greenville Rancheria,98,125
CA,96032,96032,Quartz Valley Reservation,234,553
CA,93513,93513,Big Pine Reservation,466,383
CA,96097,96097,Karuk Off-Reservation Trust Land,1030,1122
CA,96112,96112,Fort Bidwell Reservation,106,96
CA,93667,93667,Cold Springs Rancheria,480,344
CA,95987,95987,Cortina Indian Rancheria,105,144
CA,92274,92274,Torres-Martinez Reservation,313,44
CA,92276,92276,Agua Caliente Indian Reservation,142,150
CA,92225,92225,Colorado River Indian Reservation,477,565
CA,92225,92226,Colorado River Indian Reservation,477,565
CA,92082,92082,Rincon Off-Reservation Trust Land,1369,1449
CA,92070,92070,Mesa Grande Reservation,357,377
CA,95441,95441,Dry Creek Off-Reservation Trust Land,57,25
CA,92283,92283,Fort Yuma Indian Reservation,1277,976
CA,92234,92234,Agua Caliente Indian Reservation,700,1093
CA,92234,92235,Agua Caliente Indian Reservation,700,1093
CA,92082,92082,Pala Reservation,1369,1449
CA,92027,92027,San Pasqual Off-Reservation Trust Land,1128,1061
CA,92027,92030,San Pasqual Off-Reservation Trust Land,1128,1061
CA,92086,92086,Santa Ysabel Reservation,93,139
CA,95548,95548,Yurok Reservation,429,400
CA,95555,95555,Yurok Reservation,28,88
CA,95546,95546,Hoopa Valley Reservation,2718,2939
CA,92082,92082,Rincon Reservation,1369,1449
CA,91901,91901,Viejas Reservation,576,479
CA,91901,91903,Viejas Reservation,576,479
CA,92583,92581,Soboba Reservation,1646,1106
CA,92583,92583,Soboba Reservation,1646,1106
CA,91905,91905,Campo Indian Reservation,349,282
CA,95428,95428,Round Valley Off-Reservation Trust Land,926,1162
CA,93245,93245,Santa Rosa Rancheria,977,1607
CA,92539,92539,Cahuilla Reservation,396,157
CA,92061,92061,Pauma and Yuima Reservation,520,766
CA,92086,92086,Los Coyotes Reservation,93,139
CA,95667,95667,Shingle Springs Rancheria,1252,867
CA,95567,95567,Smith River Rancheria,187,438
CA,92220,92220,Morongo Reservation,1405,1550
CA,95556,95556,Karuk Off-Reservation Trust Land,232,401
CA,92059,92059,Pala Reservation,655,623
CA,92346,92346,San Manuel Reservation,944,1421
CA,92254,92254,Torres-Martinez Reservation,124,17
CA,92040,92040,Barona Off-Reservation Trust Land,1345,1610
CA,95485,95485,Upper Lake Rancheria,236,165
CA,92061,92061,La Jolla Reservation,520,766
CA,92363,92363,Fort Mojave Reservation,928,975
CA,92065,92065,Mesa Grande Reservation,765,525
CA,93257,93257,Tule River Reservation,3884,2979
CA,92539,92539,Ramona Village,396,157
CA,92040,92040,Barona Reservation,1345,1610
CA,92230,92230,Morongo Reservation,448,283
CA,92019,92019,Sycuan Off-Reservation Trust Land,1962,738
CA,91906,91906,Campo Indian Reservation,260,335
CA,92082,92082,San Pasqual Reservation,1369,1449
CA,92282,92282,Morongo Reservation,15,38
CA,92242,92242,Colorado River Indian Reservation,133,85
CA,92230,92230,Morongo Off-Reservation Trust Land,448,283
CA,92082,92082,San Pasqual Off-Reservation Trust Land,1369,1449
CA,95480,95480,Stewarts Point Rancheria,NA,NA
CA,91962,91962,La Posta Indian Reservation,42,50
CA,93626,93626,Table Mountain Off-Reservation Trust Land,44,46
CA,92363,92363,Chemehuevi Reservation,928,975
CA,92266,92266,Fort Yuma Indian Reservation,0,0
CA,92544,92544,Soboba Reservation,1684,1502
CA,92583,92581,Soboba Off-Reservation Trust Land,1646,1106
CA,92583,92583,Soboba Off-Reservation Trust Land,1646,1106
CA,95428,95428,Round Valley Reservation,926,1162
CA,92070,92070,Santa Ysabel Reservation,357,377
CA,92561,92561,Santa Rosa Reservation,87,57
CA,91916,91916,Viejas Reservation,45,63
CA,95482,95418,Pinoleville Rancheria,2268,1996
CA,95482,95481,Pinoleville Rancheria,2268,1996
CA,95482,95482,Pinoleville Rancheria,2268,1996
CA,95421,95421,Stewarts Point Rancheria,32,44
CA,95449,95449,Hopland Rancheria,337,155
CA,92592,92589,Pechanga Reservation,2414,2720
CA,92592,92592,Pechanga Reservation,2414,2720
CA,92536,92536,Cahuilla Reservation,82,55
CA,96011,96011,Big Bend Rancheria,30,33
CA,92236,92236,Twenty-Nine Palms Reservation,231,488
CA,92203,92203,Cabazon Reservation,380,574
CA,92065,92065,Barona Reservation,765,525
CA,95928,95928,Mechoopda TDSA,1219,741
CA,93626,93626,Table Mountain Rancheria,44,46
CA,91962,91962,Campo Indian Reservation,42,50
CA,93513,93513,Big Pine Off-Reservation Trust Land,466,383
CA,96032,96032,Quartz Valley Off-Reservation Trust Land,234,553
CA,92267,92267,Chemehuevi Reservation,0,26
CA,91905,91905,La Posta Indian Reservation,349,282
CA,93614,93614,Picayune Off-Reservation Trust Land,213,786
CA,92262,92262,Agua Caliente Off-Reservation Trust Land,502,505
CA,92262,92263,Agua Caliente Off-Reservation Trust Land,502,505
CA,93643,93643,North Fork Rancheria,557,459
CA,92201,92201,Cabazon Reservation,1065,642
CA,92201,92202,Cabazon Reservation,1065,642
CA,92363,92363,Fort Mojave Off-Reservation Trust Land,928,975
CA,93602,93602,Big Sandy Rancheria,281,408
CA,92270,92270,Agua Caliente Indian Reservation,196,309
CA,96101,96101,Alturas Indian Rancheria,298,222
CA,96116,96116,Likely Rancheria,0,0
CA,95567,95567,Smith River Off-Reservation Trust Land,187,438
CA,95548,95548,Resighini Rancheria,429,400
CA,95682,95682,Shingle Springs Off-Reservation Trust Land,738,446
CA,93460,93460,Santa Ynez Reservation,474,618
CA,92346,92346,San Manuel Off-Reservation Trust Land,944,1421
CA,92070,92070,La Jolla Reservation,357,377
CA,91905,91905,Manzanita Reservation,349,282
CA,92036,92036,Inaja and Cosmit Reservation,94,58
CA,92019,92019,Sycuan Reservation,1962,738
CA,92060,92060,La Jolla Reservation,0,76
CA,92061,92061,Pala Reservation,520,766
CA,92065,92065,Santa Ysabel Reservation,765,525
CA,91901,91901,Capitan Grande Reservation,576,479
CA,91901,91903,Capitan Grande Reservation,576,479
CA,91935,91935,Jamul Indian Village,131,107
CA,91905,91905,Manzanita Off-Reservation Trust Land,349,282
CA,91901,91901,Viejas Off-Reservation Trust Land,576,479
CA,91901,91903,Viejas Off-Reservation Trust Land,576,479
CA,91901,91901,Ewiiaapaayp Reservation,576,479
CA,91901,91903,Ewiiaapaayp Reservation,576,479
CA,92028,92028,Pala Reservation,767,820
CA,92028,92088,Pala Reservation,767,820
CA,92222,92222,Fort Yuma Indian Reservation,0,0
CA,95699,95699,Ione Band of Miwok TDSA,0,0
CA,95669,95669,Ione Band of Miwok TDSA,36,417
CA,95327,95327,Chicken Ranch Off-Reservation Trust Land,461,371
CA,95327,95327,Chicken Ranch Rancheria,461,371
CA,95379,95379,Tuolumne Rancheria,156,268
CA,94806,94806,Lytton Rancheria,1497,1069
CA,95490,95490,Sherwood Valley Rancheria,703,897
CA,95454,95454,Laytonville Rancheria,501,356
CA,95482,95418,Guidiville Rancheria,2268,1996
CA,95482,95481,Guidiville Rancheria,2268,1996
CA,95482,95482,Guidiville Rancheria,2268,1996
CA,95470,95470,Redwood Valley Rancheria,440,389
CA,95482,95418,Guidiville Off-Reservation Trust Land,2268,1996
CA,95482,95481,Guidiville Off-Reservation Trust Land,2268,1996
CA,95482,95482,Guidiville Off-Reservation Trust Land,2268,1996
CA,95468,95468,Manchester-Point Arena Rancheria,259,234
CA,95459,95459,Manchester-Point Arena Rancheria,102,85
CA,95470,95470,Coyote Valley Reservation,440,389
CA,95490,95490,Sherwood Valley Off-Reservation Trust Land,703,897
CA,95606,95606,Rumsey Indian Rancheria,0,146
CA,93257,93257,Tule River Off-Reservation Trust Land,3884,2979
CA,95421,95421,Stewarts Point Off-Reservation Trust Land,32,44
CA,95441,95441,Dry Creek Rancheria,57,25
CA,92277,92277,Twenty-Nine Palms Reservation,662,830
CA,93643,93643,North Fork Off-Reservation Trust Land,557,459
CA,93614,93614,Picayune Rancheria,213,786
CA,93637,93637,North Fork Off-Reservation Trust Land,821,875
CA,93602,93602,Big Sandy Off-Reservation Trust Land,281,408
CA,93619,93619,Table Mountain Off-Reservation Trust Land,690,725
CA,95551,95551,Rohnerville (Rancheria) Trust Land,244,216
CA,95525,95525,Blue Lake Off-Reservation Trust Land,231,225
CA,95521,95518,Blue Lake Off-Reservation Trust Land,1043,1309
CA,95521,95521,Blue Lake Off-Reservation Trust Land,1043,1309
CA,95525,95525,Blue Lake Rancheria,231,225
CA,95570,95570,Trinidad Off-Reservation Trust Land,209,192
CA,95570,95570,Trinidad Rancheria,209,192
CA,95519,95519,Trinidad Off-Reservation Trust Land,1421,1727
CA,95570,95570,Big Lagoon Rancheria,209,192
CA,95556,95556,Karuk Reservation,232,401
CA,95681,95681,Auburn Off-Reservation Trust Land,111,19
CA,95667,95667,Shingle Springs Off-Reservation Trust Land,1252,867
CA,95682,95682,Shingle Springs Rancheria,738,446
CA,95648,95648,Auburn Off-Reservation Trust Land,939,1211
CA,95648,95648,Auburn Rancheria,939,1211
CA,95603,95603,Auburn Off-Reservation Trust Land,1086,807
CA,93514,93514,Benton Paiute Off-Reservation Trust Land,1362,2050
CA,93514,93515,Benton Paiute Off-Reservation Trust Land,1362,2050
CA,93512,93512,Benton Paiute Reservation,103,82
CA,93514,93514,Benton Paiute Reservation,1362,2050
CA,93514,93515,Benton Paiute Reservation,1362,2050
CA,93517,93517,Bridgeport Off-Reservation Trust Land,227,33
CA,96107,96107,Bridgeport Off-Reservation Trust Land,91,144
CA,93517,93517,Bridgeport Reservation,227,33
CA,92328,92328,Timbi-Sha Shoshone Off-Reservation Trust Land,39,21
CA,95932,95932,Colusa Rancheria,323,235
CA,95692,95692,Enterprise Off-Reservation Trust Land,152,189
CA,95453,95453,Robinson Off-Reservation Trust Land,572,1291
CA,95423,95423,Sulphur Bank Rancheria,206,80
CA,95464,95464,Robinson Rancheria,367,470
CA,95461,95461,Middletown Rancheria,25,27
CA,95485,95485,Robinson Rancheria,236,165
CA,95453,95453,Robinson Rancheria,572,1291
CA,95453,95453,Big Valley Rancheria,572,1291
CA,95453,95453,Hopland Rancheria,572,1291
CA,96113,96113,Susanville Off-Reservation Trust Land,169,205
CA,96104,96104,Cedarville Off-Reservation Trust Land,17,26
CA,96104,96104,Cedarville Rancheria,17,26
CA,96112,96112,Fort Bidwell Off-Reservation Trust Land,106,96
CA,96097,96097,Quartz Valley Off-Reservation Trust Land,1030,1122
CA,96065,96065,Montgomery Creek Rancheria,50,19
CA,96065,96065,Roaring Creek Rancheria,50,19
CA,96065,96065,Pit River Trust Land,50,19
CA,96013,96013,Pit River Trust Land,84,247
CA,96054,96054,Lookout Rancheria,52,10
CA,96001,96001,Redding Rancheria,1990,1705
CA,96001,96099,Redding Rancheria,1990,1705
CA,96130,96127,Susanville Off-Reservation Trust Land,1204,746
CA,96130,96130,Susanville Off-Reservation Trust Land,1204,746
CA,96130,96127,Susanville Indian Rancheria,1204,746
CA,96130,96130,Susanville Indian Rancheria,1204,746
CA,95966,95940,Enterprise Rancheria,2512,2749
CA,95966,95966,Enterprise Rancheria,2512,2749
CA,95966,95940,Berry Creek Off-Reservation Trust Land,2512,2749
CA,95966,95966,Berry Creek Off-Reservation Trust Land,2512,2749
CA,95966,95940,Mooretown Off-Reservation Trust Land,2512,2749
CA,95966,95966,Mooretown Off-Reservation Trust Land,2512,2749
CA,95916,95916,Berry Creek Rancheria,48,44
CA,96021,96021,Paskenta Rancheria,700,558
CA,95595,95595,Round Valley Reservation,11,58
CA,96039,96039,Karuk Reservation,361,295
CA,95531,95531,Elk Valley Off-Reservation Trust Land,2412,2161
CA,95531,95532,Elk Valley Off-Reservation Trust Land,2412,2161
CA,95531,95531,Elk Valley Rancheria,2412,2161
CA,95531,95532,Elk Valley Rancheria,2412,2161
CA,96031,96031,Karuk Off-Reservation Trust Land,31,26
CA,96027,96027,Karuk Off-Reservation Trust Land,185,163
CA,92282,92282,Morongo Off-Reservation Trust Land,15,38
CA,92282,92282,Agua Caliente Off-Reservation Trust Land,15,38
CA,92549,92549,Agua Caliente Indian Reservation,23,27
CA,92544,92544,Ramona Village,1684,1502
CA,92236,92236,Twenty-Nine Palms Off-Reservation Trust Land,231,488
CA,92236,92236,Cabazon Reservation,231,488
CA,92274,92274,Augustine Reservation,313,44
CA,92220,92220,Morongo Off-Reservation Trust Land,1405,1550
CA,92234,92234,Agua Caliente Off-Reservation Trust Land,700,1093
CA,92234,92235,Agua Caliente Off-Reservation Trust Land,700,1093
CA,92254,92254,Cabazon Reservation,124,17
CA,92274,92274,Cabazon Reservation,313,44
CO,81303,81303,Southern Ute Reservation,432,580
CO,81147,81147,Southern Ute Reservation,315,316
CO,81147,81157,Southern Ute Reservation,315,316
CO,81137,81137,Southern Ute Reservation,1422,1269
CO,81321,81321,Ute Mountain Reservation,2107,2070
CO,81122,81122,Southern Ute Reservation,366,492
CO,81334,81334,Ute Mountain Reservation,935,1443
CO,81328,81328,Ute Mountain Reservation,100,90
CO,81121,81121,Southern Ute Reservation,9,60
CO,81326,81326,Southern Ute Reservation,37,186
CO,81326,81329,Southern Ute Reservation,37,186
CO,81326,81326,Ute Mountain Reservation,37,186
CO,81326,81329,Ute Mountain Reservation,37,186
CO,81328,81328,Southern Ute Reservation,100,90
DE,19958,19958,Nanticoke Indian Tribe SDTSA,200,234
DE,19958,19969,Nanticoke Indian Tribe SDTSA,200,234
DE,19904,19904,Lenape Indian Tribe of Delaware SDTSA,1117,809
DE,19966,19966,Nanticoke Indian Tribe SDTSA,839,465
DE,19951,19951,Nanticoke Indian Tribe SDTSA,31,0
DE,19901,19901,Lenape Indian Tribe of Delaware SDTSA,769,360
DE,19901,19903,Lenape Indian Tribe of Delaware SDTSA,769,360
DE,19901,19906,Lenape Indian Tribe of Delaware SDTSA,769,360
DE,19901,19961,Lenape Indian Tribe of Delaware SDTSA,769,360
DE,19936,19905,Lenape Indian Tribe of Delaware SDTSA,38,9
DE,19936,19936,Lenape Indian Tribe of Delaware SDTSA,38,9
FL,34974,34973,Brighton Reservation,798,991
FL,34974,34974,Brighton Reservation,798,991
FL,33471,33471,Brighton Reservation,77,169
FL,33440,33440,Big Cypress Reservation,636,769
FL,33440,33459,Big Cypress Reservation,636,769
FL,33021,33021,Hollywood Reservation,253,510
FL,33021,33081,Hollywood Reservation,253,510
FL,33021,33083,Hollywood Reservation,253,510
FL,33024,33024,Hollywood Reservation,756,1485
FL,33024,33084,Hollywood Reservation,756,1485
FL,33314,33314,Hollywood Reservation,149,97
FL,33440,33440,Miccosukee Off-Reservation Trust Land,636,769
FL,33440,33459,Miccosukee Off-Reservation Trust Land,636,769
FL,33960,33960,Miccosukee Off-Reservation Trust Land,0,0
FL,33073,33073,Coconut Creek Trust Land,76,152
FL,33073,33097,Coconut Creek Trust Land,76,152
FL,33610,33610,Tampa Reservation,534,417
FL,33610,33680,Tampa Reservation,534,417
FL,33317,33317,Seminole (FL) Trust Land,302,97
FL,33317,33318,Seminole (FL) Trust Land,302,97
FL,33178,33178,Miccosukee Off-Reservation Trust Land,201,66
FL,33194,33194,Miccosukee Reservation,11,0
FL,34945,34945,Fort Pierce Reservation,124,154
FL,32568,32568,Poarch Creek Off-Reservation Trust Land,172,109
FL,34142,34142,Immokalee Reservation,417,597
FL,34142,34143,Immokalee Reservation,417,597
GA,30534,30534,Georgia Tribe of Eastern Cherokee SDTSA,198,234
GA,30533,30533,Georgia Tribe of Eastern Cherokee SDTSA,394,271
GA,39828,39828,Tama (state) Reservation,163,200
GA,39897,39829,Tama (state) Reservation,32,22
GA,39897,39897,Tama (state) Reservation,32,22
HI,96778,96778,Makuu Hawaiian Home Land,776,878
HI,96729,96729,Hoolehua-Palaau Hawaiian Home Land,5,11
HI,96706,96706,East Kapolei Hawaiian Home Land,1578,2075
HI,96742,96742,Kalaupapa Hawaiian Home Land,0,78
HI,96720,96720,Panaewa (Residential) Hawaiian Home Land,1442,1622
HI,96720,96721,Panaewa (Residential) Hawaiian Home Land,1442,1622
HI,96703,96703,Anahola (Residential) Hawaiian Home Land,94,54
HI,96720,96720,Keaukaha Hawaiian Home Land,1442,1622
HI,96720,96721,Keaukaha Hawaiian Home Land,1442,1622
HI,96720,96720,Kaumana Hawaiian Home Land,1442,1622
HI,96720,96721,Kaumana Hawaiian Home Land,1442,1622
HI,96743,96743,Puukapu Hawaiian Home Land,262,574
HI,96752,96752,Kekaha Hawaiian Home Land,22,52
HI,96720,96720,Panaewa (Agricultural) Hawaiian Home Land,1442,1622
HI,96720,96721,Panaewa (Agricultural) Hawaiian Home Land,1442,1622
HI,96727,96727,Nienie Hawaiian Home Land,148,178
HI,96792,96792,Waianae Hawaiian Home Land,1604,1280
HI,96748,96748,Kalamaula Hawaiian Home Land,70,144
HI,96743,96743,Pauahi Hawaiian Home Land,262,574
HI,96772,96772,Kamaoa-Puueo Hawaiian Home Land,67,325
HI,96790,96790,Kahikinui Hawaiian Home Land,293,124
HI,96713,96713,Kahikinui Hawaiian Home Land,47,0
HI,96708,96708,Keanae-Wailuanui Hawaiian Home Land,228,281
HI,96743,96743,Kawaihae Hawaiian Home Land,262,574
HI,96728,96728,Honomu Hawaiian Home Land,19,34
HI,96727,96727,Honokaia Hawaiian Home Land,148,178
HI,96770,96770,Hoolehua-Palaau Hawaiian Home Land,15,6
HI,96792,96792,Lualualei Hawaiian Home Land,1604,1280
HI,96744,96744,Haiku Hawaiian Home Land,1787,987
HI,96701,96701,Haiku Hawaiian Home Land,571,929
HI,96701,96861,Haiku Hawaiian Home Land,571,929
HI,96785,96785,Kaohe-Olaa Hawaiian Home Land,260,127
HI,96746,96746,Anahola (Residential) Hawaiian Home Land,417,353
HI,96755,96755,Upolu Hawaiian Home Land,92,87
HI,96790,96790,South Maui Hawaiian Home Land,293,124
HI,96716,96716,Hanapepe Hawaiian Home Land,76,0
HI,96792,96792,Nanakuli Hawaiian Home Land,1604,1280
HI,96720,96720,Waiakea Hawaiian Home Land,1442,1622
HI,96720,96721,Waiakea Hawaiian Home Land,1442,1622
HI,96748,96748,Kamiloloa-Makakupaia Hawaiian Home Land,70,144
HI,96795,96795,Waimanalo Hawaiian Home Land,284,167
HI,96707,96707,Kapolei Hawaiian Home Land,1354,1057
HI,96707,96709,Kapolei Hawaiian Home Land,1354,1057
HI,96707,96707,Kaupea Hawaiian Home Land,1354,1057
HI,96707,96709,Kaupea Hawaiian Home Land,1354,1057
HI,96740,96739,Kealakehe Hawaiian Home Land,1266,1360
HI,96740,96740,Kealakehe Hawaiian Home Land,1266,1360
HI,96740,96745,Kealakehe Hawaiian Home Land,1266,1360
HI,96772,96772,Waiohinu Hawaiian Home Land,67,325
HI,96707,96707,Kanehili Hawaiian Home Land,1354,1057
HI,96707,96709,Kanehili Hawaiian Home Land,1354,1057
HI,96761,96761,Leialii Hawaiian Home Land,682,990
HI,96761,96767,Leialii Hawaiian Home Land,682,990
HI,96792,96792,Princess Kahanu Estates Hawaiian Home Land,1604,1280
HI,96743,96743,Lalamilo Hawaiian Home Land,262,574
HI,96743,96743,Kamoku-Kapulena Hawaiian Home Land,262,574
HI,96727,96727,Waimanu Hawaiian Home Land,148,178
HI,96743,96743,Keoniki Hawaiian Home Land,262,574
HI,96720,96720,Homuula-Upper Piihonua Hawaiian Home Land,1442,1622
HI,96720,96721,Homuula-Upper Piihonua Hawaiian Home Land,1442,1622
HI,96720,96720,Ponohawaii Hawaiian Home Land,1442,1622
HI,96720,96721,Ponohawaii Hawaiian Home Land,1442,1622
HI,96740,96739,Keahuolu Hawaiian Home Land,1266,1360
HI,96740,96740,Keahuolu Hawaiian Home Land,1266,1360
HI,96740,96745,Keahuolu Hawaiian Home Land,1266,1360
HI,96740,96739,Kalaoa Hawaiian Home Land,1266,1360
HI,96740,96740,Kalaoa Hawaiian Home Land,1266,1360
HI,96740,96745,Kalaoa Hawaiian Home Land,1266,1360
HI,96720,96720,Piihonua Hawaiian Home Land,1442,1622
HI,96720,96721,Piihonua Hawaiian Home Land,1442,1622
HI,96777,96718,Wailau Hawaiian Home Land,6,2
HI,96777,96777,Wailau Hawaiian Home Land,6,2
HI,96713,96713,Keanae-Wailuanui Hawaiian Home Land,47,0
HI,96753,96753,South Maui Hawaiian Home Land,1013,1286
HI,96790,96790,Waiohuli (Residential) Hawaiian Home Land,293,124
HI,96793,96793,Waiehu Hawaiian Home Land,560,972
HI,96793,96793,Paukukalo Hawaiian Home Land,560,972
HI,96790,96790,Keokea (Agricultural) Hawaiian Home Land,293,124
HI,96753,96753,Pulehunui Hawaiian Home Land,1013,1286
HI,96793,96793,Pulehunui Hawaiian Home Land,560,972
HI,96713,96713,Waiku-Hana Hawaiian Home Land,47,0
HI,96763,96763,Lanai City Hawaiian Home Land,99,17
HI,96748,96748,Ualapue Hawaiian Home Land,70,144
HI,96761,96761,Honokowai Hawaiian Home Land,682,990
HI,96761,96767,Honokowai Hawaiian Home Land,682,990
HI,96748,96748,Kapaakea Hawaiian Home Land,70,144
HI,96757,96757,Hoolehua-Palaau Hawaiian Home Land,42,0
HI,96757,96757,Kalaupapa Hawaiian Home Land,42,0
HI,96703,96703,Moloaa Hawaiian Home Land,94,54
HI,96703,96703,Anahola (Agricultural) Hawaiian Home Land,94,54
HI,96746,96746,Kapaa Hawaiian Home Land,417,353
HI,96766,96715,Wailua Hawaiian Home Land,117,322
HI,96766,96766,Wailua Hawaiian Home Land,117,322
HI,96754,96754,Moloaa Hawaiian Home Land,70,7
HI,96795,96795,Kakaina-Kumuhau Hawaiian Home Land,284,167
HI,96826,96826,Honolulu Makai Hawaiian Home Land,734,692
HI,96826,96828,Honolulu Makai Hawaiian Home Land,734,692
HI,96744,96744,Waiahole Hawaiian Home Land,1787,987
HI,96707,96707,Maluohai Hawaiian Home Land,1354,1057
HI,96707,96709,Maluohai Hawaiian Home Land,1354,1057
HI,96707,96707,Kalaeloa Hawaiian Home Land,1354,1057
HI,96707,96709,Kalaeloa Hawaiian Home Land,1354,1057
HI,96813,96801,Kewalo Hawaiian Home Land,318,549
HI,96813,96802,Kewalo Hawaiian Home Land,318,549
HI,96813,96803,Kewalo Hawaiian Home Land,318,549
HI,96813,96804,Kewalo Hawaiian Home Land,318,549
HI,96813,96805,Kewalo Hawaiian Home Land,318,549
HI,96813,96806,Kewalo Hawaiian Home Land,318,549
HI,96813,96807,Kewalo Hawaiian Home Land,318,549
HI,96813,96808,Kewalo Hawaiian Home Land,318,549
HI,96813,96809,Kewalo Hawaiian Home Land,318,549
HI,96813,96810,Kewalo Hawaiian Home Land,318,549
HI,96813,96811,Kewalo Hawaiian Home Land,318,549
HI,96813,96812,Kewalo Hawaiian Home Land,318,549
HI,96813,96813,Kewalo Hawaiian Home Land,318,549
HI,96813,96840,Kewalo Hawaiian Home Land,318,549
HI,96813,96843,Kewalo Hawaiian Home Land,318,549
HI,96813,96801,Kalawahine Hawaiian Home Land,318,549
HI,96813,96802,Kalawahine Hawaiian Home Land,318,549
HI,96813,96803,Kalawahine Hawaiian Home Land,318,549
HI,96813,96804,Kalawahine Hawaiian Home Land,318,549
HI,96813,96805,Kalawahine Hawaiian Home Land,318,549
HI,96813,96806,Kalawahine Hawaiian Home Land,318,549
HI,96813,96807,Kalawahine Hawaiian Home Land,318,549
HI,96813,96808,Kalawahine Hawaiian Home Land,318,549
HI,96813,96809,Kalawahine Hawaiian Home Land,318,549
HI,96813,96810,Kalawahine Hawaiian Home Land,318,549
HI,96813,96811,Kalawahine Hawaiian Home Land,318,549
HI,96813,96812,Kalawahine Hawaiian Home Land,318,549
HI,96813,96813,Kalawahine Hawaiian Home Land,318,549
HI,96813,96840,Kalawahine Hawaiian Home Land,318,549
HI,96813,96843,Kalawahine Hawaiian Home Land,318,549
HI,96792,96792,Waianae Kai Hawaiian Home Land,1604,1280
HI,96819,96819,Honolulu Makai Hawaiian Home Land,657,881
HI,96819,96849,Honolulu Makai Hawaiian Home Land,657,881
HI,96819,96898,Honolulu Makai Hawaiian Home Land,657,881
HI,96813,96801,Papakolea Hawaiian Home Land,318,549
HI,96813,96802,Papakolea Hawaiian Home Land,318,549
HI,96813,96803,Papakolea Hawaiian Home Land,318,549
HI,96813,96804,Papakolea Hawaiian Home Land,318,549
HI,96813,96805,Papakolea Hawaiian Home Land,318,549
HI,96813,96806,Papakolea Hawaiian Home Land,318,549
HI,96813,96807,Papakolea Hawaiian Home Land,318,549
HI,96813,96808,Papakolea Hawaiian Home Land,318,549
HI,96813,96809,Papakolea Hawaiian Home Land,318,549
HI,96813,96810,Papakolea Hawaiian Home Land,318,549
HI,96813,96811,Papakolea Hawaiian Home Land,318,549
HI,96813,96812,Papakolea Hawaiian Home Land,318,549
HI,96813,96813,Papakolea Hawaiian Home Land,318,549
HI,96813,96840,Papakolea Hawaiian Home Land,318,549
HI,96813,96843,Papakolea Hawaiian Home Land,318,549
HI,96792,96792,Maili Hawaiian Home Land,1604,1280
HI,96817,96817,Honolulu Makai Hawaiian Home Land,1190,739
HI,96817,96837,Honolulu Makai Hawaiian Home Land,1190,739
HI,96817,96841,Honolulu Makai Hawaiian Home Land,1190,739
HI,96817,96846,Honolulu Makai Hawaiian Home Land,1190,739
HI,96792,96792,Makaha Valley Hawaiian Home Land,1604,1280
HI,96782,96782,Waiawa Hawaiian Home Land,894,645
ID,83544,83544,Nez Perce Reservation,261,280
ID,83221,83221,Fort Hall Reservation,1868,1961
ID,83221,83256,Fort Hall Reservation,1868,1961
ID,83833,83833,Coeur d'Alene Reservation,24,4
ID,83536,83536,Nez Perce Reservation,643,506
ID,83202,83202,Fort Hall Reservation,3028,2388
ID,83861,83861,Coeur d'Alene Reservation,107,218
ID,83851,83851,Coeur d'Alene Reservation,638,661
ID,83524,83524,Nez Perce Reservation,143,163
ID,83545,83545,Nez Perce Reservation,69,19
ID,83204,83204,Fort Hall Reservation,885,1170
ID,83523,83523,Nez Perce Reservation,16,25
ID,83543,83543,Nez Perce Reservation,28,54
ID,83526,83526,Nez Perce Reservation,1,3
ID,83539,83539,Nez Perce Reservation,182,124
ID,83552,83552,Nez Perce Reservation,73,10
ID,83870,83870,Coeur d'Alene Reservation,109,61
ID,83555,83555,Nez Perce Reservation,51,39
ID,83541,83541,Nez Perce Reservation,81,57
ID,83805,83805,Kootenai Off-Reservation Trust Land,325,178
ID,83805,83853,Kootenai Off-Reservation Trust Land,325,178
ID,83522,83522,Nez Perce Reservation,102,111
ID,83847,83847,Kootenai Off-Reservation Trust Land,122,87
ID,83520,83520,Nez Perce Reservation,4,17
ID,83824,83824,Coeur d'Alene Reservation,211,138
ID,83548,83548,Nez Perce Reservation,0,8
WA,99033,99033,Coeur d'Alene Reservation,39,27
ID,83533,83533,Nez Perce Reservation,0,0
ID,83805,83805,Kootenai Reservation,325,178
ID,83805,83853,Kootenai Reservation,325,178
ID,83876,83876,Coeur d'Alene Reservation,619,734
NV,89832,89832,Duck Valley Reservation,1474,989
ID,83832,83832,Nez Perce Reservation,18,10
ID,83842,83842,Coeur d'Alene Reservation,0,0
ID,83540,83540,Nez Perce Reservation,1652,1766
ID,83501,83501,Nez Perce Reservation,1035,945
ID,83535,83535,Nez Perce Reservation,105,183
ID,83814,83814,Coeur d'Alene Reservation,513,338
ID,83814,83816,Coeur d'Alene Reservation,513,338
ID,83236,83236,Fort Hall Reservation,9,16
ID,83204,83204,Fort Hall Off-Reservation Trust Land,885,1170
ID,83203,83203,Fort Hall Reservation,278,442
ID,83262,83262,Fort Hall Reservation,29,0
ID,83217,83217,Fort Hall Off-Reservation Trust Land,0,14
ID,83845,83845,Kootenai Off-Reservation Trust Land,12,53
ID,83530,83530,Nez Perce Reservation,45,246
ID,83530,83531,Nez Perce Reservation,45,246
IN,46614,46614,Pokagon Off-Reservation Trust Land,166,210
