state,zcta,zip,tribe,pop_2015,pop_2020
WA,98280,98280,Samish TDSA,0,0
WA,98286,98286,Samish TDSA,0,0
WA,99138,99138,Colville Reservation,827,751
WA,98245,98245,Samish TDSA,83,74
WA,99166,99166,Colville Reservation,253,201
WA,98243,98243,Samish TDSA,17,25
WA,98619,98619,Yakama Nation Reservation,40,123
WA,98261,98261,Samish TDSA,69,100
WA,99119,99119,Kalispel Reservation,231,217
WA,98812,98812,Colville Reservation,284,385
WA,98840,98840,Colville Reservation,478,329
WA,98331,98331,Quinault Reservation,892,794
WA,99116,99116,Colville Reservation,694,872
WA,99350,99350,Yakama Nation Off-Reservation Trust Land,72,314
WA,98620,98620,Yakama Nation Off-Reservation Trust Land,579,370
WA,98279,98279,Samish TDSA,6,4
WA,99122,99122,Spokane Reservation,91,122
WA,98613,98613,Yakama Nation Off-Reservation Trust Land,1,5
WA,98673,98673,Yakama Nation Off-Reservation Trust Land,29,90
WA,98829,98829,Colville Reservation,26,0
WA,98331,98331,Hoh Indian Reservation,892,794
WA,99119,99119,Kalispel Off-Reservation Trust Land,231,217
WA,98590,98590,Shoalwater Bay Indian Reservation,160,113
WA,98813,98813,Colville Reservation,59,204
WA,98628,98628,Yakama Nation Off-Reservation Trust Land,43,0
WA,98297,98297,Samish TDSA,0,0
WA,98617,98617,Yakama Nation Off-Reservation Trust Land,30,19
WA,99322,99322,Yakama Nation Off-Reservation Trust Land,0,9
WA,98547,98547,Shoalwater Bay Off-Reservation Trust Land,39,0
WA,99180,99180,Kalispel Reservation,162,215
WA,99124,99124,Colville Reservation,155,136
WA,98331,98331,Hoh Off-Reservation Trust Land,892,794
WA,98952,98952,Yakama Nation Reservation,1479,1586
WA,98350,98350,Quileute Reservation,344,493
WA,98092,98092,Muckleshoot Off-Reservation Trust Land,2410,3276
WA,98568,98568,Chehalis Off-Reservation Trust Land,645,444
WA,98092,98092,Muckleshoot Reservation,2410,3276
WA,98257,98257,Swinomish Reservation,623,912
WA,99129,99129,Spokane Reservation,456,409
WA,98271,98259,Tulalip Reservation,3289,3327
WA,98271,98271,Tulalip Reservation,3289,3327
WA,98244,98244,Nooksack Off-Reservation Trust Land,357,496
WA,98526,98526,Quinault Reservation,60,47
WA,98248,98248,Lummi Reservation,1377,855
WA,99040,99040,Spokane Reservation,601,664
WA,98221,98221,Swinomish Reservation,369,391
WA,98584,98584,Squaxin Island Reservation,3146,2952
WA,98584,98584,Skokomish Reservation,3146,2952
WA,98933,98920,Yakama Nation Reservation,303,165
WA,98933,98933,Yakama Nation Reservation,303,165
WA,98232,98232,Upper Skagit Off-Reservation Trust Land,17,53
WA,98531,98531,Chehalis Off-Reservation Trust Land,1076,725
WA,98580,98580,Nisqually Reservation,443,291
WA,98247,98247,Nooksack Off-Reservation Trust Land,633,798
WA,98584,98584,Squaxin Island Off-Reservation Trust Land,3146,2952
WA,98568,98568,Chehalis Reservation,645,444
WA,98363,98343,Lower Elwha Off-Reservation Trust Land,1246,1643
WA,98363,98363,Lower Elwha Off-Reservation Trust Land,1246,1643
WA,98935,98935,Yakama Nation Reservation,104,30
WA,98292,98287,Tulalip Reservation,653,634
WA,98292,98292,Tulalip Reservation,653,634
WA,98932,98932,Yakama Nation Reservation,185,202
WA,98223,98223,Stillaguamish Off-Reservation Trust Land,1086,1294
WA,98371,98371,Puyallup Reservation,692,602
WA,98241,98241,Sauk-Suiattle Reservation,175,199
WA,98382,98324,Jamestown S'Klallam Off-Reservation Trust Land,539,494
WA,98382,98382,Jamestown S'Klallam Off-Reservation Trust Land,539,494
WA,98363,98343,Lower Elwha Reservation,1246,1643
WA,98363,98363,Lower Elwha Reservation,1246,1643
WA,98552,98552,Quinault Reservation,29,22
WA,98331,98331,Quileute Reservation,892,794
WA,98903,98903,Yakama Nation Reservation,405,566
WA,98903,98909,Yakama Nation Reservation,405,566
WA,98226,98226,Nooksack Off-Reservation Trust Land,3190,3901
WA,98226,98228,Nooksack Off-Reservation Trust Land,3190,3901
WA,98326,98326,Makah Indian Reservation,55,134
WA,98264,98264,Nooksack Off-Reservation Trust Land,310,451
WA,98579,98579,Chehalis Off-Reservation Trust Land,617,412
WA,98831,98831,Colville Off-Reservation Trust Land,15,195
WA,98587,98587,Quinault Reservation,825,685
WA,98346,98346,Port Gamble Off-Reservation Trust Land,927,818
WA,98354,98354,Puyallup Reservation,307,240
WA,98326,98326,Lower Elwha Reservation,55,134
WA,98584,98584,Skokomish Off-Reservation Trust Land,3146,2952
WA,98579,98579,Chehalis Reservation,617,412
WA,98443,98443,Puyallup Reservation,329,138
WA,98392,98392,Port Madison Reservation,524,587
WA,98424,98424,Puyallup Reservation,382,534
WA,98342,98342,Port Madison Reservation,54,39
WA,98370,98370,Port Madison Reservation,711,847
WA,98422,98422,Puyallup Reservation,545,875
WA,98513,98513,Nisqually Reservation,1680,1737
WA,98421,98421,Puyallup Reservation,0,0
WA,98382,98324,Jamestown S'Klallam Reservation,539,494
WA,98382,98382,Jamestown S'Klallam Reservation,539,494
WA,98547,98547,Shoalwater Bay Indian Reservation,39,0
WA,99001,99001,Kalispel Off-Reservation Trust Land,477,872
WA,98642,98642,Cowlitz Reservation,188,382
WA,98252,98252,Stillaguamish Off-Reservation Trust Land,163,192
WA,98271,98259,Stillaguamish Off-Reservation Trust Land,3289,3327
WA,98271,98271,Stillaguamish Off-Reservation Trust Land,3289,3327
WA,98271,98259,Tulalip Off-Reservation Trust Land,3289,3327
WA,98271,98271,Tulalip Off-Reservation Trust Land,3289,3327
WA,98223,98223,Stillaguamish Reservation,1086,1294
WA,98292,98287,Stillaguamish Off-Reservation Trust Land,653,634
WA,98292,98292,Stillaguamish Off-Reservation Trust Land,653,634
WA,98566,98566,Quinault Reservation,NA,NA
WA,98361,98361,Yakama Nation Reservation,40,5
WA,98548,98548,Skokomish Reservation,54,82
WA,98512,98512,Chehalis Off-Reservation Trust Land,682,841
WA,98590,98590,Shoalwater Bay Off-Reservation Trust Land,160,113
WA,98532,98522,Chehalis Off-Reservation Trust Land,562,696
WA,98532,98532,Chehalis Off-Reservation Trust Land,562,696
WA,98572,98572,Chehalis Off-Reservation Trust Land,29,56
WA,99001,99001,Spokane Off-Reservation Trust Land,477,872
WA,99022,99022,Spokane Off-Reservation Trust Land,295,232
WA,99001,99001,Kalispel Reservation,477,872
WA,98346,98346,Port Madison Reservation,927,818
WA,98346,98346,Port Gamble Reservation,927,818
WA,98433,98431,Nisqually Reservation,167,411
WA,98433,98433,Nisqually Reservation,167,411
WA,98422,98422,Puyallup Off-Reservation Trust Land,545,875
WA,98371,98371,Puyallup Off-Reservation Trust Land,692,602
WA,98421,98421,Puyallup Off-Reservation Trust Land,0,0
WA,98404,98404,Puyallup Off-Reservation Trust Land,1869,1980
WA,98391,98391,Muckleshoot Reservation,1536,1392
WA,98321,98321,Puyallup Off-Reservation Trust Land,593,181
WA,98321,98321,Muckleshoot Reservation,593,181
WA,98108,98108,Muckleshoot Off-Reservation Trust Land,816,1368
WA,98023,98023,Puyallup Reservation,1568,2011
WA,98023,98093,Puyallup Reservation,1568,2011
WA,98065,98065,Snoqualmie Reservation,188,126
WA,98065,98065,Snoqualmie Off-Reservation Trust Land,188,126
WA,98003,98003,Puyallup Reservation,1301,758
WA,98003,98063,Puyallup Reservation,1301,758
WA,98003,98003,Puyallup Off-Reservation Trust Land,1301,758
WA,98003,98063,Puyallup Off-Reservation Trust Land,1301,758
WA,98002,98002,Muckleshoot Reservation,2194,1881
WA,98010,98010,Muckleshoot Off-Reservation Trust Land,171,33
WA,98022,98022,Muckleshoot Reservation,759,518
WA,98022,98022,Muckleshoot Off-Reservation Trust Land,759,518
WA,98042,98042,Muckleshoot Off-Reservation Trust Land,714,1148
WA,98247,98247,Nooksack Reservation,633,798
WA,98244,98244,Nooksack Reservation,357,496
WA,98257,98257,Swinomish Off-Reservation Trust Land,623,912
WA,98232,98232,Samish TDSA,17,53
WA,98284,98284,Upper Skagit Off-Reservation Trust Land,564,907
WA,98284,98284,Upper Skagit Reservation,564,907
WA,98232,98232,Upper Skagit Reservation,17,53
WA,98233,98233,Upper Skagit Reservation,498,288
WA,99173,99173,Spokane Reservation,70,20
WA,99109,99109,Spokane Off-Reservation Trust Land,165,86
WA,99362,99362,Umatilla Off-Reservation Trust Land,1313,1189
WA,99180,99180,Kalispel Off-Reservation Trust Land,162,215
WA,98670,98670,Yakama Nation Off-Reservation Trust Land,0,0
WA,98944,98944,Yakama Nation Reservation,184,55
WA,98939,98939,Yakama Nation Reservation,63,0
WI,54135,54135,Menominee Reservation,2586,3047
WI,54304,54304,Oneida (WI) Reservation,1543,1903
WI,54304,54324,Oneida (WI) Reservation,1543,1903
WI,54303,54303,Oneida (WI) Reservation,1513,1631
WI,54303,54306,Oneida (WI) Reservation,1513,1631
WI,54538,54538,Lac du Flambeau Reservation,1814,1812
WI,54520,54520,Forest County Potawatomi Off-Reservation Trust Land,1146,1061
WI,54566,54566,Forest County Potawatomi Community,254,289
WI,54520,54520,Forest County Potawatomi Community,1146,1061
WI,54843,54843,Lac Courte Oreilles Reservation,2316,2250
WI,54814,54814,Red Cliff Reservation,1268,1334
WI,54861,54861,Bad River Reservation,127,139
WI,54456,54456,Ho-Chunk Nation Off-Reservation Trust Land,64,31
WI,54828,54828,Lac Courte Oreilles Reservation,343,524
WI,54615,54615,Ho-Chunk Nation Off-Reservation Trust Land,1251,1298
WI,54651,54651,Ho-Chunk Nation Off-Reservation Trust Land,3,15
WI,53965,53965,Ho-Chunk Nation Off-Reservation Trust Land,428,228
WI,54806,54806,Bad River Reservation,1733,1568
WI,54872,54872,St. Croix Reservation,127,95
WI,54801,54801,Lac Courte Oreilles Off-Reservation Trust Land,171,142
WI,54541,54541,Forest County Potawatomi Community,63,96
WI,54520,54520,Sokaogon Chippewa Off-Reservation Trust Land,1146,1061
WI,54520,54520,Sokaogon Chippewa Community,1146,1061
WI,54559,54559,Bad River Reservation,210,242
WI,54546,54546,Bad River Reservation,37,43
WI,54437,54437,Ho-Chunk Nation Off-Reservation Trust Land,12,32
WI,54660,54649,Ho-Chunk Nation Off-Reservation Trust Land,409,536
WI,54660,54660,Ho-Chunk Nation Off-Reservation Trust Land,409,536
WI,54660,54662,Ho-Chunk Nation Off-Reservation Trust Land,409,536
WI,54660,54649,Ho-Chunk Nation Reservation,409,536
WI,54660,54660,Ho-Chunk Nation Reservation,409,536
WI,54660,54662,Ho-Chunk Nation Reservation,409,536
WI,54754,54754,Ho-Chunk Nation Off-Reservation Trust Land,158,95
WI,54615,54615,Ho-Chunk Nation Reservation,1251,1298
WI,53965,53965,Ho-Chunk Nation Reservation,428,228
WI,54541,54541,Forest County Potawatomi Off-Reservation Trust Land,63,96
WI,54552,54552,Lac du Flambeau Reservation,22,41
WI,54876,54876,Lac Courte Oreilles Reservation,326,301
WI,54850,54850,Bad River Reservation,0,14
WI,54830,54830,St. Croix Off-Reservation Trust Land,207,153
WI,54893,54893,St. Croix Off-Reservation Trust Land,395,436
WI,54853,54853,St. Croix Reservation,247,236
WI,54566,54566,Forest County Potawatomi Off-Reservation Trust Land,254,289
WI,54548,54548,Lac du Flambeau Reservation,89,304
WI,54893,54893,St. Croix Reservation,395,436
WI,54855,54855,Bad River Reservation,19,7
WI,54511,54511,Forest County Potawatomi Off-Reservation Trust Land,51,12
WI,54174,54174,Menominee Reservation,253,177
WI,54512,54512,Lac du Flambeau Reservation,21,8
WI,54639,54639,Ho-Chunk Nation Off-Reservation Trust Land,11,0
WI,53934,53934,Ho-Chunk Nation Off-Reservation Trust Land,9,112
WI,54150,54150,Menominee Reservation,1208,1047
WI,54313,54313,Oneida (WI) Reservation,1216,1026
WI,54128,54128,Stockbridge Munsee Off-Reservation Trust Land,570,470
WI,54155,54155,Oneida (WI) Reservation,1977,2215
WI,54416,54416,Stockbridge Munsee Community,914,718
WI,54130,54130,Oneida (WI) Reservation,482,245
WI,54130,54131,Oneida (WI) Reservation,482,245
WI,54165,54165,Oneida (WI) Reservation,377,577
WI,54416,54416,Stockbridge Munsee Off-Reservation Trust Land,914,718
WI,54838,54838,Fond du Lac Off-Reservation Trust Land,12,107
WI,54838,54890,Fond du Lac Off-Reservation Trust Land,12,107
WI,54128,54128,Stockbridge Munsee Community,570,470
WI,54115,54115,Oneida (WI) Reservation,1795,1843
WI,54115,54344,Oneida (WI) Reservation,1795,1843
WI,54427,54427,Ho-Chunk Nation Off-Reservation Trust Land,40,19
WI,54427,54429,Ho-Chunk Nation Off-Reservation Trust Land,40,19
WI,54162,54162,Oneida (WI) Reservation,37,68
WI,54489,54489,Ho-Chunk Nation Off-Reservation Trust Land,46,37
WI,53950,53950,Ho-Chunk Nation Off-Reservation Trust Land,99,94
WI,54104,54104,Forest County Potawatomi Community,26,52
WI,54165,54165,Oneida (WI) Off-Reservation Trust Land,377,577
WI,54162,54162,Oneida (WI) Off-Reservation Trust Land,37,68
WI,54124,54124,Menominee Reservation,293,369
WI,54175,54175,Forest County Potawatomi Community,3,15
WI,54499,54499,Ho-Chunk Nation Off-Reservation Trust Land,184,185
WI,54150,54150,Menominee Off-Reservation Trust Land,1208,1047
WI,54128,54128,Menominee Off-Reservation Trust Land,570,470
WI,54499,54499,Ho-Chunk Nation Reservation,184,185
WI,54661,54661,Ho-Chunk Nation Off-Reservation Trust Land,13,21
WI,54628,54628,Ho-Chunk Nation Off-Reservation Trust Land,25,0
WI,54653,54653,Ho-Chunk Nation Off-Reservation Trust Land,2,7
WI,54656,54620,Ho-Chunk Nation Off-Reservation Trust Land,175,139
WI,54656,54656,Ho-Chunk Nation Off-Reservation Trust Land,175,139
WI,54636,54636,Ho-Chunk Nation Off-Reservation Trust Land,81,244
WI,54666,54641,Ho-Chunk Nation Off-Reservation Trust Land,67,84
WI,54666,54666,Ho-Chunk Nation Off-Reservation Trust Land,67,84
WI,54624,54624,Ho-Chunk Nation Off-Reservation Trust Land,12,4
WI,54650,54650,Ho-Chunk Nation Off-Reservation Trust Land,194,263
WI,53948,53948,Ho-Chunk Nation Off-Reservation Trust Land,93,191
WI,54829,54829,St. Croix Reservation,203,143
WI,54858,54858,St. Croix Reservation,27,63
WI,54853,54853,St. Croix Off-Reservation Trust Land,247,236
WI,54889,54889,St. Croix Reservation,97,60
WI,54768,54768,Ho-Chunk Nation Off-Reservation Trust Land,212,254
WI,54493,54493,Ho-Chunk Nation Off-Reservation Trust Land,9,12
WI,53010,53010,Forest County Potawatomi Off-Reservation Trust Land,74,32
WI,53718,53718,Ho-Chunk Nation Reservation,62,132
WI,53718,53777,Ho-Chunk Nation Reservation,62,132
WI,53718,53783,Ho-Chunk Nation Reservation,62,132
WI,53913,53913,Ho-Chunk Nation Reservation,737,276
WI,53951,53951,Ho-Chunk Nation Reservation,15,25
WI,53913,53913,Ho-Chunk Nation Off-Reservation Trust Land,737,276
WI,54830,54830,Fond du Lac Off-Reservation Trust Land,207,153
WI,54836,54836,Fond du Lac Off-Reservation Trust Land,84,12
WI,54843,54843,Lac Courte Oreilles Off-Reservation Trust Land,2316,2250
WI,54871,54871,St. Croix Reservation,87,128
WI,54814,54814,Red Cliff Off-Reservation Trust Land,1268,1334
WI,54859,54859,Fond du Lac Off-Reservation Trust Land,35,27
WI,54873,54873,Fond du Lac Off-Reservation Trust Land,134,87
WI,53233,53233,Forest County Potawatomi Off-Reservation Trust Land,205,152
WI,53208,53208,Forest County Potawatomi Off-Reservation Trust Land,818,582
WI,54545,54545,Lac du Flambeau Reservation,0,12
WI,54457,54457,Ho-Chunk Nation Reservation,287,98
WI,54457,54457,Ho-Chunk Nation Off-Reservation Trust Land,287,98
WI,54495,54495,Ho-Chunk Nation Reservation,112,245
WI,54495,54495,Ho-Chunk Nation Off-Reservation Trust Land,112,245
WI,54930,54930,Ho-Chunk Nation Off-Reservation Trust Land,18,21
WI,54542,54542,Forest County Potawatomi Community,17,64
WI,54440,54440,Ho-Chunk Nation Off-Reservation Trust Land,14,16
WI,54125,54125,Forest County Potawatomi Community,2,13
WY,82501,82501,Wind River Reservation,3550,4042
WY,82501,82524,Wind River Reservation,3550,4042
WY,82516,82516,Wind River Reservation,244,174
WY,82649,82649,Wind River Reservation,64,26
WY,82443,82443,Wind River Off-Reservation Trust Land,115,141
WY,82443,82443,Wind River Reservation,115,141
WY,82523,82523,Wind River Reservation,99,123
WY,82510,82510,Wind River Reservation,459,340
WY,82520,82520,Wind River Reservation,3364,3280
WY,82513,82513,Wind River Reservation,79,10
WY,82512,82512,Wind River Reservation,57,71
WY,82514,82514,Wind River Reservation,1637,1646
WY,82515,82515,Wind River Reservation,56,23
